0,500,800,1,0,1
0,250,800,1,0,2
0,0,700,1,0,3
0,500,1050,2,0,1
0,250,1000,2,0,2
0,0,900,2,0,3
0,500,1300,3,0,1
0,250,1200,3,0,2
0,0,1100,3,0,3
0,500,1550,4,0,1
0,250,1400,4,0,2
0,0,1300,4,0,3
1,500,0,5,0,1
1,250,0,5,0,2
1,0,0,5,0,3
0,0,900,6,0,2
0,0,1700,7,0,2
0,0,2400,8,0,2
0,0,800,6,0,3
0,0,1500,6,0,3
0,0,2200,8,0,3
0,0,400,9,0,1
0,0,600,10,0,1
0,0,750,11,0,1
0,0,875,12,0,1
0,0,1000,13,0,1
0,0,1150,14,0,1
0,0,1275,15,0,1
0,0,1425,16,0,1
0,0,1550,17,0,1
0,0,1700,18,0,1
1,0,0,19,0,1
0,0,375,9,0,2
0,0,575,10,0,2
0,0,700,11,0,2
0,0,800,12,0,2
0,0,900,13,0,2
0,0,1050,14,0,2
0,0,1150,15,0,2
0,0,1350,16,0,2
0,0,1450,17,0,2
0,0,1550,18,0,2
1,0,0,19,0,2
0,0,350,9,0,3
0,0,550,10,0,3
0,0,675,11,0,3
0,0,775,12,0,3
0,0,875,13,0,3
0,0,975,14,0,3
0,0,1050,15,0,3
0,0,1250,16,0,3
0,0,1350,17,0,3
0,0,1450,18,0,3
1,0,0,19,0,3
0,500,500,20,0,1
0,500,650,21,0,1
0,500,850,22,0,1
0,500,1200,23,0,1
0,500,1600,24,0,1
0,500,2200,25,0,1
0,350,450,20,0,2
0,350,600,21,0,2
0,350,750,22,0,2
0,350,1150,23,0,2
0,350,1500,24,0,2
0,350,2100,25,0,2
0,0,375,20,0,3
0,0,550,21,0,3
0,0,700,22,0,3
0,0,1000,23,0,3
0,0,1400,24,0,3
0,0,2000,25,0,3
0,0,35,26,0,4
0,0,75,27,0,4
0,500,500,28,0,2
0,500,1000,29,0,2
0,500,1500,30,0,2
0,0,375,28,0,3
0,0,700,29,0,3
0,0,1200,30,0,3
0,750,63,31,0,3
0,1200,100,32,0,3
0,1400,120,33,0,3
0,3000,250,34,0,3
0,3600,300,35,0,3
0,4100,350,36,0,3
0,6000,500,37,0,3
0,0,375,38,0,3
0,0,550,39,0,3
0,0,700,40,0,3
0,0,1000,41,0,3
0,0,1400,42,0,3
0,0,2000,43,0,3
0,350,450,38,0,2
0,350,600,39,0,2
0,350,750,40,0,2
0,350,1150,41,0,2
0,350,1500,42,0,2
0,350,2100,43,0,2
0,500,500,38,0,1
0,500,650,39,0,1
0,500,850,40,0,1
0,500,1200,41,0,1
0,500,1600,42,0,1
0,500,2200,43,0,1
0,0,375,44,0,3
0,0,550,45,0,3
0,0,700,46,0,3
0,0,1000,47,0,3
0,0,1400,48,0,3
0,0,2000,49,0,3
0,350,450,44,0,2
0,350,600,45,0,2
0,350,750,46,0,2
0,350,1150,47,0,2
0,350,1500,48,0,2
0,350,2100,49,0,2
0,350,500,44,0,1
0,500,650,45,0,1
0,500,850,46,0,1
0,500,1200,47,0,1
0,500,1600,48,0,1
0,500,2200,49,0,1
0,0,800,50,0,1
0,0,1300,51,0,1
0,0,2700,52,0,1
0,0,4200,53,0,1
0,0,5300,54,0,1
0,0,6800,55,0,1
0,0,700,50,0,2
0,0,1200,51,0,2
0,0,2500,52,0,2
0,0,3900,53,0,2
0,0,5000,54,0,2
0,0,6500,55,0,2
0,0,600,50,0,3
0,0,1100,51,0,3
0,0,2300,52,0,3
0,0,3700,53,0,3
0,0,4800,54,0,3
0,0,5900,55,0,3
1,0,0,56,0,5
0,0,2500,57,0,5
0,0,2000,58,0,5
1,0,0,59,0,5
0,0,150,60,0,6
1,0,0,61,0,5
1,0,0,62,0,5
1,0,0,63,0,3
1,0,0,64,0,3
1,0,0,65,0,3
1,0,0,66,0,3
0,0,75,67,0,4
0,0,110,68,0,4
0,0,500,69,0,5
0,0,35,70,0,4
0,0,300,0,1,1
0,0,250,0,1,2
0,0,200,0,1,3
0,0,20,0,2,4
0,0,40,0,3,4
0,0,60,0,4,4
0,0,80,0,5,4
0,0,100,0,6,4
0,0,150,0,7,5
0,0,150,0,8,5
0,0,150,0,9,5
0,0,300.00,0,10,2
0,0,400.00,0,11,2
0,0,450.00,0,12,2
0,0,500.00,0,13,2
0,0,550.00,0,14,2
0,0,650.00,0,15,2
0,0,750.00,0,16,2
0,0,850.00,0,17,2
0,0,1000.00,0,18,2
0,0,1125.00,0,19,2
0,0,1225.00,0,20,2
0,0,1325.00,0,21,2
0,0,1425.00,0,22,2
0,0,1525.00,0,23,2
0,0,1625.00,0,24,2
0,0,1725.00,0,25,2
0,0,1825.00,0,26,2
0,0,1925.00,0,27,2
0,0,2025.00,0,28,2
0,0,2125.00,0,29,2
1,0,0.00,0,30,2
0,0,200.00,0,10,3
0,0,300.00,0,11,3
0,0,375.00,0,12,3
0,0,450.00,0,13,3
0,0,500.00,0,14,3
0,0,575.00,0,15,3
0,0,650.00,0,16,3
0,0,700.00,0,17,3
0,0,775.00,0,18,3
0,0,850.00,0,19,3
0,0,925.00,0,20,3
0,0,1000.00,0,21,3
0,0,1075.00,0,22,3
0,0,1150.00,0,23,3
0,0,1225.00,0,24,3
0,0,1300.00,0,25,3
0,0,1375.00,0,26,3
0,0,1450.00,0,27,3
0,0,1525.00,0,28,3
0,0,1600.00,0,29,3
1,0,0.00,0,30,3
